id	smile	real_rt	pred_rt	diff	diff_sq
0017_00120	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O	1320.0	1218.47	101.53	10308.35
0017_00175	CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl	1470.0	1368.96	101.04	10209.09
0017_00139	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	1464.0	1457.5	6.5	42.25
0017_00040	CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O	1482.0	1375.54	106.46	11333.72
0017_00194	C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O	1128.0	1032.91	95.09	9042.1
0017_00059	CCOCCN(C(=O)CCl)C(=C(C)C)C1=CC=CC=C1	1518.0	1433.89	84.11	7074.49
0017_00141	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	1572.0	1498.79	73.21	5359.7
0017_00089	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C	1620.0	1181.24	438.76	192510.35
0017_00121	CN1[C@@H](CCC1=O)C2=CN=CC=C2	156.0	142.54	13.46	181.17
0017_00071	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O	954.0	857.63	96.37	9287.18
0017_00088	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	1560.0	1393.94	166.06	27575.94
0017_00037	CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C	1050.0	1069.31	19.31	372.88
0017_00022	COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC	1446.0	1329.45	116.55	13583.91
0017_00098	CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O	1002.0	1014.73	12.73	162.05
0017_00010	C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F	1608.0	1541.47	66.53	4426.24
0017_00104	C1=CC=C2C(=C1)C(C(C3=CC=CC=C3N2C(=O)N)O)O	1176.0	987.23	188.77	35634.12
0017_00196	C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O	1020.0	1462.78	442.78	196054.15
0017_00068	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O	1020.0	761.28	258.72	66936.02
0017_00193	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)O)O	1536.0	1224.15	311.85	97250.41
0017_00118	C1COCCN1N=O	264.0	635.16	371.16	137759.73
0017_00048	C1=CC(=C(C(=C1)Cl)C(=O)N)Cl	882.0	1192.43	310.43	96366.82
0017_00173	C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl	1608.0	1505.5	102.5	10506.25
0017_00140	CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	1482.0	1506.95	24.95	622.5
