id	smile	real_rt	pred_rt	diff	diff_sq
0147_00025	C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2	735.6	814.79	79.19	6271.05
0147_00037	CSCCC(C(=O)O)NC=O	463.8	580.79	116.99	13686.65
0147_00022	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	92.4	66.19	26.21	686.96
0147_00011	C1[C@H]([C@@H](C(=O)C=C1C(=O)O)O)O	77.4	259.99	182.59	33339.1
0147_00010	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	760.2	720.52	39.68	1574.5
0147_00055	CC(=O)N[C@@H](CC(=O)O)C(=O)O	77.4	83.43	6.03	36.36
0147_00069	CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N	1047.0	900.46	146.54	21473.97
0147_00068	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	789.6	227.05	562.55	316462.5
0147_00065	C1=CN=C2C(=N1)C(=O)NC(=N2)N	77.4	53.78	23.62	557.9
0147_00048	C(CC(C(=O)O)N)CC(C(=O)O)N	72.0	165.96	93.96	8828.48
0147_00045	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	77.4	51.0	26.4	696.96
0147_00011	C1C(C(C(=O)C=C1C(=O)O)O)O	77.4	247.01	169.61	28767.55
