id	smile	real_rt	pred_rt	diff	diff_sq
0058_00029	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	304.8	231.24	73.56	5411.07
0058_00037	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	340.2	268.94	71.26	5077.99
0058_00022	C1=CC(=C(C=C1O)C(=O)O)O	282.0	173.24	108.76	11828.74
0058_00014	C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O)O	256.2	238.2	18.0	324.0
0058_00010	C1=CC(=CC=C1C(=O)NCC(=O)O)O	229.2	196.96	32.24	1039.42
0058_00053	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O	361.8	307.72	54.08	2924.65
0058_00068	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	417.0	366.37	50.63	2563.4
0058_00065	COC1=C(C=C(C=C1)C=CC(=O)O)OC	400.8	278.97	121.83	14842.55
0058_00048	COC1=C(C=C(C=C1)C=CC(=O)O)O	357.6	263.55	94.05	8845.4
0058_00045	COC1=C(C=C2C(=C1)C=CC(=O)O2)O	351.6	253.26	98.34	9670.76
0058_00027	C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O	302.4	295.46	6.94	48.16
