id	smile	real_rt	pred_rt	diff	diff_sq
0435_00144	CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C	84.0	567.21	483.21	233491.93
0435_00335	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN	942.0	241.34	700.66	490924.44
0435_00305	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C	606.0	629.35	23.35	545.22
0435_00181	C(C1C(C(C(O1)O)O)O)OP(=O)(O)O	114.0	301.79	187.79	35265.09
0435_00132	CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C	78.0	565.12	487.12	237285.89
0435_00048	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	72.0	191.18	119.18	14203.87
0435_00325	CCC(C1=CC=CC=C1)C(=O)O	804.0	172.5	631.5	398792.25
0435_00204	CC(C)(C(=O)O)NC	144.0	366.68	222.68	49586.38
0435_00085	CCCCCCCCCC(=O)O	72.0	360.26	288.26	83093.83
0435_00051	C(CCN=C(N)N)C[C@@H](C(=O)O)N	72.0	192.27	120.27	14464.87
0435_00092	CC1=NC=C(C(=C1O)CO)CO	78.0	403.17	325.17	105735.54
0435_00083	C=C(CC(=O)O)C(=O)O	72.0	284.72	212.72	45249.8
0435_00104	CCCCCCCC/C=C/CCCCCCCC(=O)O	78.0	332.47	254.47	64754.98
0435_00120	CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O	78.0	550.76	472.76	223502.03
0435_00292	CC(=O)NCCCCN	468.0	241.11	226.89	51479.07
0435_00058	C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N	72.0	311.43	239.43	57326.72
0435_00322	C(CC(C(=O)O)N)CNC(=O)N	780.0	181.25	598.75	358501.56
0435_00258	CN(CC(=O)O)C(=NP(=O)(O)O)N	252.0	523.56	271.56	73744.83
0435_00130	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O	78.0	591.27	513.27	263446.11
0435_00043	C(C(=O)O)N	66.0	106.32	40.32	1625.7
0435_00033	C1C[C@H](NC1)C(=O)O	66.0	259.53	193.53	37453.86
0435_00336	CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	942.0	465.51	476.49	227042.71
0435_00274	CC(CC(=O)O)C1=CC=CC=C1	324.0	157.18	166.82	27828.91
0435_00213	C1[C@@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O	156.0	403.5	247.5	61256.25
0435_00054	C(C(C(C(C(C(=O)O)O)O)O)O)O	72.0	188.81	116.81	13644.58
0435_00313	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	666.0	650.08	15.92	253.45
0435_00129	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	78.0	222.82	144.82	20972.83
0435_00029	CC=CC1=CC(=C(C=C1)O)OC	66.0	480.28	414.28	171627.92
0435_00184	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	120.0	366.46	246.46	60742.53
0435_00158	C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	84.0	172.5	88.5	7832.25
0435_00252	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	234.0	218.31	15.69	246.18
0435_00152	C(C1C(C(C(C(O1)O)O)O)O)O	84.0	323.38	239.38	57302.79
0435_00245	CCCCCCCCCCCC(=O)O	216.0	376.21	160.21	25667.24
0435_00266	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	282.0	290.17	8.17	66.75
0435_00289	CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C	438.0	516.0	78.0	6084.0
0435_00091	C([C@@H](C(=O)O)N=C(N)N)C(=O)O	78.0	77.54	0.46	0.21
0435_00148	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O	84.0	249.74	165.74	27469.75
0435_00178	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O	114.0	435.12	321.12	103118.05
0435_00100	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	78.0	276.93	198.93	39573.14
