id	smile	real_rt	pred_rt	diff	diff_sq
0086_00082	CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O	912.0	1608.96	696.96	485753.19
0086_00087	C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N	93.0	596.92	503.92	253935.35
0086_00091	C(COC(=O)CCC(=O)O)[C@@H](C(=O)O)N	106.2	822.38	716.18	512913.8
0086_00040	C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	100.8	642.51	541.71	293449.73
0086_00059	C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-]	958.2	1785.97	827.77	685203.12
0086_00066	C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N	95.4	466.21	370.81	137500.05
0086_00089	CNCCC1=CNC2=CC=CC=C21	656.4	1666.76	1010.36	1020827.35
0086_00071	CS(=N)(=O)CCC(C(=O)O)N	98.4	517.09	418.69	175301.34
0086_00088	C1=CC(=CN=C1)C(=O)N	141.6	1005.48	863.88	746288.62
0086_00037	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	1145.4	2133.46	988.06	976262.49
0086_00022	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	679.8	1657.15	977.35	955213.07
0086_00010	C1=CC(=O)NC=C1	220.8	943.66	722.86	522526.54
0086_00104	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O	95.4	819.95	724.55	524972.72
0086_00068	C1=C(NC=N1)CC(CO)N	88.8	595.0	506.2	256238.44
0086_00015	COC1=C(C=CC(=C1)C[C@@H](C(=O)O)N)O	306.6	1218.72	912.12	831962.84
0086_00048	CCOC(=O)CC1=CNC2=CC=CC=C21	1199.4	1891.21	691.81	478601.02
0086_00106	C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N	103.8	1294.81	1191.01	1418504.96
