id	smile	real_rt	pred_rt	diff	diff_sq
0080_00088	C1=NC2=C(N1)C(=O)NC(=O)N2	158.4	338.53	180.13	32446.82
0080_00037	CCOC(=O)CC1=CNC2=CC=CC=C21	1350.6	1105.46	245.14	60093.64
0080_00022	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	158.4	512.26	353.86	125216.91
0080_00084	CSC1=NC=NC2=C1NC=N2	919.2	521.85	397.35	157887.04
0080_00010	COC1=C(C=CC(=C1)CCN)O	553.2	896.22	343.02	117662.7
0080_00043	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	2149.2	2022.36	126.84	16088.39
0080_00080	CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O	1746.0	1898.83	152.83	23357.0
0080_00068	CCCCCCC=CCCCCCCCC(=O)O	1767.0	1884.67	117.67	13846.24
0080_00065	C1=CC(=CN=C1)C(=O)N	414.6	149.92	264.68	70055.5
0080_00078	CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N	1186.8	872.48	314.32	98797.07
0080_00048	C1CSSC1CCCCC(=O)N	1198.2	1144.31	53.89	2904.13
0080_00045	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1593.6	1459.37	134.23	18017.69
0080_00009	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	650.4	741.67	91.27	8330.21
