id	smile	real_rt	pred_rt	diff	diff_sq
0437_00190	C=CN1C=CN=C1	378.24	325.95	52.29	2734.24
0437_00137	C1CCC(CC1)NCCS(=O)(=O)O	346.68	263.27	83.41	6957.23
0437_01471	CC1=CC(=CC(=C1N)C)C(C2=CC=CO2)C3=CC(=C(C(=C3)C)N)C	727.38	764.2	36.82	1355.71
0437_01291	CC1=CC=CC=C1N2C(=O)/C(=C/C3=CC=CN3C)/C(=O)NC2=O	656.34	625.43	30.91	955.43
0437_01279	CC(C)CC1=NC2=CC=CC=C2N1CC(C)C	651.6	692.5	40.9	1672.81
0437_00290	C1CCN2CCC[C@H](C2C1)CO	408.6	334.67	73.93	5465.64
0437_00895	CC1(C2CC3C(C(=O)C(C(=O)C3(C(=O)C2C(=O)C4=C1C=CC=C4O)O)C(=O)NCN5CCCC5)N(C)C)O	534.6	465.96	68.64	4711.45
0437_00198	CN1C(=O)C2=C(N=CN2)N=C1N	381.51	338.17	43.34	1878.35
0437_00291	CN(C)C1=CC=CC=N1	408.66	428.0	19.34	374.04
0437_01484	CCCCN1C2=CC=CC=C2N3C1=NC(=C3)C(C)(C)C	733.56	757.92	24.36	593.41
0437_01793	C1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)OC4=CC=CC=C4	949.14	866.48	82.66	6832.68
0437_00037	C1=NNN=C1	125.94	144.32	18.38	337.82
0437_00768	CCCOC(=O)CCNC1=NNC(=O)NC1=O	506.34	398.72	107.62	11582.06
0437_00233	CN1C(=O)C(NC1=S)CCC(=O)N	391.86	276.35	115.51	13342.56
0437_00646	COC1=C(C=C(C(=C1)N)N2CCOCC2)OC	479.46	451.92	27.54	758.45
0437_00034	CNC(=O)NC	117.72	-33.36	151.08	22825.17
0437_01113	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)N	589.44	543.21	46.23	2137.21
0437_01460	CC(=O)C1=CC(=CC=C1)N2C(=O)[C@@H]3CCCC[C@@H]3C2=O	721.74	671.89	49.85	2485.02
0437_01695	C[C@H]1C[C@H](C2=CC=CC=C2N1C(=O)C)N(C3=CC=CC=C3)C(=O)C4=CC(=CC=C4)OC	859.68	867.42	7.74	59.91
0437_01069	COC1=CC=C(C=C1)N=NC2=C(NN=C2N)N	576.84	516.15	60.69	3683.27
0437_00866	CCC(CC)(C1=CC=CC=C1N)O	527.28	539.53	12.25	150.06
0437_00342	CN1CC(=O)N(C1=O)C2=CC=CC(=C2)N	418.56	372.6	45.96	2112.32
0437_01086	CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)OC)O	581.46	573.27	8.19	67.08
0437_01448	CC(=O)N(C1=CC=CC2=C1C=C(C=C2)OC(=O)C)C(=O)C	717.42	602.88	114.54	13119.41
0437_00200	CC(C)(C#C)N	382.5	301.33	81.17	6588.57
0437_00430	C1C(C(=O)NC2=CC=CC=C21)N	435.9	426.4	9.5	90.25
0437_00863	CCOC1=C2C3=C(C[C@@H]4[C@H]5[C@]3(CCN4C)[C@@H](O2)[C@H](C=C5)O)C=C1	526.5	560.13	33.63	1130.98
0437_01419	CC(=O)C=CC1=CC=CC=C1	706.92	669.11	37.81	1429.6
0437_00778	C1=CC(=CC2=C1C=CN2)CO	507.42	569.82	62.4	3893.76
0437_01824	C1CCC(CC1)C(=O)NCCC2=CC3=C(C=C2)OC4=CC=CC=C43	978.96	939.7	39.26	1541.35
0437_01796	CC(C)C1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3O2	952.86	983.94	31.08	965.97
0437_00877	CN(C)CC1=C(C2=CC=CC=C2C=C1N)C3=CC=CC=C3	529.26	594.79	65.53	4294.18
0437_00247	C1C[C@H](N(C1)CC2=CC=CC=C2)C(=O)O	395.88	441.07	45.19	2042.14
0437_00731	CC1=CC=C(C=C1)NC(=O)CCN2CCN(CC2)C	500.28	498.87	1.41	1.99
0437_01839	C1CCC2=C(CC1)NC3=CC=CC=C23	996.96	888.62	108.34	11737.56
0437_01924	CC1=CC=C(N1C2=CC=C(C=C2)OC3=CC=C(C=C3)OC)C	1133.04	836.75	296.29	87787.76
0437_00920	CC1=CC2=C(C=C1)N=C3C(=C2N)C(=CC(=N3)C)C	539.16	612.82	73.66	5425.8
