id	smile	real_rt	pred_rt	diff	diff_sq
0338_00122	CCCCCCC/C=C\C(=O)O	340.14	351.86	11.72	137.36
0338_00885	C1=CC=C(C=C1)/C=C/C(=O)NCC(=O)O	265.2	249.6	15.6	243.36
0338_01110	CNC(=O)CSP(=O)(OC)OC	179.88	189.43	9.55	91.2
0338_01095	CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3	402.36	358.56	43.8	1918.44
0338_00297	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	152.22	168.07	15.85	251.22
0338_00268	C1=CC(=CN=C1)C(=O)N	64.8	50.93	13.87	192.38
0338_01150	CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C	366.3	343.05	23.25	540.56
0338_00958	COP(=O)(OC)OC=C(Cl)Cl	291.48	252.03	39.45	1556.3
0338_00380	CC1=NC=C(C(=C1O)C(=O)O)CO	108.54	46.81	61.73	3810.59
0338_01067	CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl	346.98	334.74	12.24	149.82
0338_00988	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	362.52	347.71	14.81	219.34
0338_00195	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	42.12	31.14	10.98	120.56
0338_01145	CC1=NNC(=O)N(C1)N=CC2=CN=CC=C2	197.76	180.07	17.69	312.94
0338_00040	CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	224.82	222.04	2.78	7.73
0338_01025	C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl	358.08	344.69	13.39	179.29
0338_00944	CCN(C1CCCCC1)C(=O)SCC	379.44	381.13	1.69	2.86
0338_01086	CNC(=O)N(C)C1=NC2=CC=CC=C2S1	338.76	227.74	111.02	12325.44
0338_00079	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	358.32	363.4	5.08	25.81
0338_01164	C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F	379.38	315.1	64.28	4131.92
0338_00095	CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	368.88	373.32	4.44	19.71
0338_00340	CNC(CC(=O)O)C(=O)O	35.1	4.76	30.34	920.52
0338_01099	CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl	253.26	231.19	22.07	487.08
0338_01041	C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3	229.26	245.62	16.36	267.65
0338_00965	C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N	373.14	328.02	45.12	2035.82
0338_00041	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C	415.74	370.96	44.78	2005.25
0338_00166	CCCCCCCCCCCC=CCCCCC(=O)O	393.96	397.08	3.12	9.73
0338_00131	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O	412.14	411.57	0.57	0.32
0338_00412	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	328.38	333.64	5.26	27.67
0338_00074	CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	154.86	149.52	5.34	28.52
0338_00749	C1=CC=C(C=C1)C=CC=O	374.16	298.12	76.04	5782.08
0338_01221	CCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	160.26	141.37	18.89	356.83
0338_00090	CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	273.24	271.42	1.82	3.31
0338_00584	CNCCC1=CNC2=CC=CC=C21	187.68	177.39	10.29	105.88
0338_00928	CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O	344.64	346.64	2.0	4.0
0338_00956	CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C	405.9	354.24	51.66	2668.76
0338_00984	CN(C)C(=O)C1=C(C=C(C=C1)NC=O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC	345.36	287.66	57.7	3329.29
0338_01143	CCN(CC1=CN=C(C=C1)Cl)C(=C[N+](=O)[O-])NC	216.72	239.57	22.85	522.12
0338_00571	C1=CC=C2C(=C1)C(=CN2)CCN	169.8	135.99	33.81	1143.12
0338_00669	C1=CC=C2C(=C1)C(=CC=N2)C(=O)O	128.28	206.89	78.61	6179.53
0338_00326	C1CC1(C(=O)O)N	45.36	73.32	27.96	781.76
0338_01170	CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC	385.68	329.56	56.12	3149.45
0338_01151	CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC	306.18	269.2	36.98	1367.52
0338_00374	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	273.3	173.28	100.02	10004.0
0338_00249	C1=NC2=C(N1)C(=O)NC=N2	72.06	40.69	31.37	984.08
0338_00662	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	215.28	196.56	18.72	350.44
0338_00285	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	37.92	53.47	15.55	241.8
0338_00038	CCC(C)C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	188.4	181.66	6.74	45.43
0338_01018	CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl	351.84	321.84	30.0	900.0
0338_01108	CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C	401.52	353.43	48.09	2312.65
0338_01234	CCCCCCCCCCCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	386.22	382.4	3.82	14.59
0338_00246	CSCCC(C(=O)O)N	45.9	90.53	44.63	1991.84
0338_00969	C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl	302.4	325.98	23.58	556.02
0338_00033	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	368.88	345.09	23.79	565.96
