id	smile	real_rt	pred_rt	diff	diff_sq
0415_00144	C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O	302.34	326.57	24.23	587.09
0415_00181	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O	322.02	357.54	35.52	1261.67
0415_00132	C1CCNC(C1)C(C2=CC=CC=C2)C(=O)O	294.6	376.52	81.92	6710.88
0415_00048	CNCC(C1=CC(=CC=C1)O)O	163.8	147.43	16.37	267.98
0415_00325	COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O	448.56	535.47	86.91	7553.34
0415_00204	CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O	338.46	387.57	49.11	2411.79
0415_00085	CC(=O)NC1=CC(=C(C=C1)O)O	268.26	334.16	65.9	4342.81
0415_00566	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)OCC5=CC=CC=C5	796.02	749.06	46.96	2205.24
0415_00612	CCCC(=NOCC)C1=C(CC(CC1=O)CC(C)SCC)O	967.92	829.29	138.63	19218.28
0415_00399	COCP(=O)(C1=CC=CC=C1)C2=CC=CC=C2	520.2	512.74	7.46	55.65
0415_00092	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O	272.76	257.75	15.01	225.3
0415_00083	CC(=O)NC1=CC(=CC(=C1)N)C(=O)O	267.3	234.27	33.03	1090.98
0415_00431	CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2	551.34	783.13	231.79	53726.61
0415_00120	COCCOC(=O)NC1=CC=CC(=C1)N	288.12	318.0	29.88	892.81
0415_00292	CC(C)(C)[P+](=O)C(C)(C)C	426.06	414.55	11.51	132.48
0415_00058	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	188.88	226.05	37.17	1381.61
0415_00322	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	446.82	495.16	48.34	2336.76
0415_00258	C1=CC=C2C(=C1)N=C(S2)S(=O)(=O)O	390.0	389.77	0.23	0.05
0415_00641	CCCC[N+](CCCC)(CCCC)CCCC	534.42	550.18	15.76	248.38
0415_00443	CCOC1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4	567.24	509.92	57.32	3285.58
0415_00043	C1C(OC(S1)C(=O)O)N2C=CC(=NC2=O)N	147.36	258.08	110.72	12258.92
0415_00618	CC(C)C1=CC=CC=C1OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3C(C)C	1045.74	1099.74	54.0	2916.0
0415_00389	C1=CC=C(C=C1)[P+](CC2=CC=C(C=C2)N(O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4	511.44	450.82	60.62	3674.78
0415_00336	C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N	455.58	553.78	98.2	9643.25
0415_00274	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NO	406.32	457.5	51.18	2619.39
0415_00489	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O	624.18	713.94	89.76	8056.86
0415_00551	CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O	760.56	724.02	36.54	1335.17
0415_00054	CNC(=C[N+](=O)[O-])NCCS(=O)CC1=CC=C(O1)CN(C)C	176.46	308.27	131.81	17373.87
0415_00634	CCCCCCCCCCCCCCCCCC[N+](C)(C)C	839.82	898.18	58.36	3405.89
0415_00129	C1CCC(CC1)(CC(=O)O)CN	292.5	315.03	22.53	507.6
0415_00029	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	123.72	148.71	24.99	624.5
0415_00184	C1=CC=C2C(=C1)C(=O)NC(=O)N2	323.16	400.43	77.27	5970.65
0415_00460	CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C	584.76	705.4	120.64	14554.02
0415_00511	CC1=CC=CC=C1NC(=O)NC2CCCCC2	661.56	649.64	11.92	142.09
0415_00152	CC[N+](CC)(CC)CC1=CC=CC=C1	305.64	308.01	2.37	5.62
0415_00245	COC1=CC=CC=C1C2=NC3=CC=CC=C3N2	373.5	406.19	32.69	1068.64
0415_00544	CC(C)CC(C)(C#CC(C)(CC(C)C)O)O	744.0	768.84	24.84	617.03
0415_00545	C1=CC=C2C(=C1)N=C(S2)SCSC#N	745.02	659.17	85.85	7370.23
0415_00640	CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC	1102.56	1063.77	38.79	1504.66
0415_00266	C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O	398.64	390.72	7.92	62.73
0415_00289	COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N	424.98	461.29	36.31	1318.42
0415_00424	CCCCCCCC[N+](C)(C)CC1=CC=CC=C1	542.04	583.67	41.63	1733.06
0415_00148	CC(C)NCC(COC1=CC=C(C=C1)C(COC)O)O	303.42	275.39	28.03	785.68
0415_00178	CCNCC(=O)NC1=C(C=CC=C1C)C	320.94	375.78	54.84	3007.43
0415_00100	CC(C)(C)P(=O)(O)O	277.68	221.46	56.22	3160.69
0415_00449	CC1CN(CC(O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C	571.62	702.59	130.97	17153.15
0415_00432	C1=CC=C(C=C1)COC(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4	551.76	523.09	28.67	821.97
0415_00116	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N	286.98	346.92	59.94	3592.81
0415_00073	CC1=C(SC=N1)CCO	255.06	291.21	36.15	1306.82
0415_00538	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	723.78	754.8	31.02	962.24
0415_00662	C1=CC=C(C=C1)[P+](=O)C2=CC=CC=C2	481.86	550.27	68.41	4679.93
0415_00175	C1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)N	316.56	371.19	54.63	2984.44
