id	smile	real_rt	pred_rt	diff	diff_sq
0203_0205	CC1=C(NC(=O)N=C1)N	43.2	71.97	28.77	827.71
0203_0257	CN(CC(=O)O)C(=NP(=O)(O)O)N	46.2	48.36	2.16	4.67
0203_0185	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	45.2	84.45	39.25	1540.56
0203_0067	C1=NC2=C(N1)C(=O)NC=N2	50.2	62.07	11.87	140.9
0203_0486	CC(=O)OC1=CC=CC=C1	264.4	466.09	201.69	40678.85
0203_0292	CC(=O)NC(CCC(=O)O)C(=O)O	52.6	79.86	27.26	743.11
0203_0111	C(C(C(=O)O)N)S(=O)[O-]	44.0	56.6	12.6	158.76
0203_0382	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O	427.8	421.53	6.27	39.31
0203_0599	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC	1055.2	786.43	268.77	72237.32
0203_0120	C(C1C(C(C(C(O1)O)N)O)O)O	40.8	41.29	0.49	0.24
0203_0109	C[N+](C)(C)CC(=O)O	42.8	-48.93	91.73	8414.39
0203_0028	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O	46.2	54.09	7.89	62.25
0203_0164	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N	47.6	129.59	81.99	6722.36
0203_0426	C1=C(C=C(C=C1N)O)C(=O)O	51.0	111.53	60.53	3663.88
0203_0078	C1=NC2=C(N1)C(=O)NC(=N2)N	51.4	92.97	41.57	1728.07
0203_0475	CC1C(NC(=O)N1)CCCCCC(=O)O	305.4	307.89	2.49	6.2
0203_0374	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	46.2	46.63	0.43	0.18
0203_0556	C1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O	41.8	40.63	1.17	1.37
0203_0066	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	45.6	58.0	12.4	153.76
0203_0061	C(CC(=O)O)C(=O)O	47.4	26.95	20.45	418.2
0203_0580	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C	492.0	473.25	18.75	351.56
0203_0508	C1=CC(=CC(=C1)O)C(=O)O	249.0	239.64	9.36	87.61
0203_0403	C1=CC=C2C(=C1)C(=CN2)CCN	198.8	184.11	14.69	215.8
0203_0167	[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O	42.4	33.54	8.86	78.5
0203_0345	CN1C=NC=C1C[C@@H](C(=O)O)NC(=O)CCN	40.6	77.5	36.9	1361.61
0203_0073	C(CCN)CC(C(=O)O)N	40.4	36.35	4.05	16.4
0203_0632	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C	429.8	407.24	22.56	508.95
0203_0178	C(CCN=C(N)N)CN	39.4	42.17	2.77	7.67
0203_0040	C1=NC2=NC=NC(=C2N1)N	44.0	61.9	17.9	320.41
0203_0262	C1=C(NC=N1)CCN	38.0	31.64	6.36	40.45
0203_0101	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)N)O)O)OP(=O)(O)O	42.0	50.22	8.22	67.57
0203_0223	C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O	46.0	39.52	6.48	41.99
0203_0218	C(COP(=O)(O)O)N	43.2	27.8	15.4	237.16
0203_0347	C(CC(C(=O)O)N)C(CN)O	39.2	45.4	6.2	38.44
0203_0316	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	41.8	33.8	8.0	64.0
0203_0321	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	50.2	68.57	18.37	337.46
0203_0382	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	427.8	425.95	1.85	3.42
0203_0423	CSCCC(C(=O)O)O	143.4	118.51	24.89	619.51
0203_0013	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	44.6	73.51	28.91	835.79
0203_0212	CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O	49.6	73.32	23.72	562.64
0203_0252	C(CC(C(=O)O)N)CN	39.8	21.5	18.3	334.89
0203_0130	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	242.0	282.32	40.32	1625.7
0203_0079	C(CO)[C@@H](C(=O)O)N	43.2	25.61	17.59	309.41
0203_0031	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O	46.4	34.9	11.5	132.25
