id	smile	real_rt	pred_rt	diff	diff_sq
0237_00423	C(C(C(=O)O)N)OP(=O)(O)O	39.06	-19.58	58.64	3438.65
0237_00690	C1C(C(C(C(O1)O)O)O)O	37.68	33.64	4.04	16.32
0237_00186	CCCC/C=C/C=C/C=C\CCCCCCCC(=O)O	354.3	345.38	8.92	79.57
0237_00917	CC=C(C)C(=O)NCC(=O)O	167.22	123.61	43.61	1901.83
0237_00053	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	295.08	309.64	14.56	211.99
0237_01229	CCCCCCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	319.08	334.31	15.23	231.95
0237_00090	CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	239.1	237.54	1.56	2.43
0237_00583	CC(=O)NC(CC1=CC=CC=C1)C(=O)O	210.36	175.57	34.79	1210.34
0237_00910	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	168.54	145.85	22.69	514.84
0237_00158	CCCCC[C@H](CC(=O)O)O	243.36	200.76	42.6	1814.76
0237_00667	C(CCCCC(=O)O)CCCC(=O)O	242.76	233.81	8.95	80.1
0237_00344	C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O	39.24	22.41	16.83	283.25
0237_01067	CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl	278.34	283.57	5.23	27.35
0237_00066	CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	296.64	300.59	3.95	15.6
0237_01058	C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)Cl	357.0	338.62	18.38	337.82
0237_00712	C1(C(C(C(C(C1O)O)O)O)O)O	37.68	7.78	29.9	894.01
0237_00845	CC(CC(=O)O)(CC(=O)O)O	73.2	67.18	6.02	36.24
0237_00387	C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	56.22	37.34	18.88	356.45
0237_01235	CCCCCCCCCCCCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	425.46	410.02	15.44	238.39
0237_00879	C(CCC(=O)O)CC(=O)O	160.08	117.37	42.71	1824.14
0237_00226	C1=CNC(=O)NC1=O	42.0	40.92	1.08	1.17
0237_01052	CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC	272.76	274.65	1.89	3.57
0237_00066	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	296.64	296.96	0.32	0.1
0237_00644	C1=CC(=C(C(=C1)O)N)C(=O)O	55.86	122.44	66.58	4432.9
0237_01066	CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC	279.66	268.57	11.09	122.99
0237_00907	C1=CC=C(C=C1)C[C@H](C(=O)O)O	212.22	196.61	15.61	243.67
0237_00664	CC1C2=CC(=C(C=C2CCN1)O)O	55.92	189.07	133.15	17728.92
0237_00909	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O	40.56	24.57	15.99	255.68
0237_00107	CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O	439.8	427.57	12.23	149.57
0237_00707	COC(=O)CCCC(=O)O	164.04	127.14	36.9	1361.61
0237_01012	CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C	348.6	261.24	87.36	7631.77
0237_01227	CCCCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	282.54	295.63	13.09	171.35
0237_00292	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	42.12	36.04	6.08	36.97
0237_00214	C(C(=O)O)C(=O)O	40.68	21.1	19.58	383.38
0237_00290	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O	96.96	69.55	27.41	751.31
0237_00923	CC(=O)NP(=O)(OC)SC	132.12	164.12	32.0	1024.0
0237_00844	C(CC(=O)C(=O)O)CC(=O)O	56.46	61.79	5.33	28.41
0237_00897	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	217.86	201.57	16.29	265.36
0237_00737	CC(=O)OC1=CC=CC=C1	166.92	198.17	31.25	976.56
0237_00041	CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C	404.7	377.27	27.43	752.41
