id	smile	real_rt	pred_rt	diff	diff_sq
0351_00676	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	37.98	54.35	16.37	267.98
0351_00190	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O	411.96	407.75	4.21	17.72
0351_00983	CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl	365.7	386.22	20.52	421.07
0351_00070	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	342.78	382.96	40.18	1614.43
0351_00117	CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O	421.62	426.08	4.46	19.89
0351_00409	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	233.28	254.37	21.09	444.79
0351_00971	CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C	385.26	406.52	21.26	451.99
0351_00167	CCCCCCCC/C=C\CCCCCCCCC(=O)O	409.14	411.59	2.45	6.0
0351_00660	C1=CC(=C(C=C1C=CC(=O)O)O)O	221.94	242.38	20.44	417.79
0351_00231	C(C(C(=O)O)O)C(=O)O	46.2	50.9	4.7	22.09
0351_01169	CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Cl	351.42	383.94	32.52	1057.55
0351_01164	C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F	400.56	331.87	68.69	4718.32
0351_00720	C(C(C(C(C(CO)O)O)O)O)O	35.1	43.29	8.19	67.08
0351_00872	CC1=NC=C2COC(=O)C2=C1O	88.38	205.21	116.83	13649.25
0351_00286	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN	31.92	120.41	88.49	7830.48
0351_00094	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	399.18	393.43	5.75	33.06
0351_00909	C1C(C(C(CC1(C(=O)O)O)O)O)O	39.06	80.16	41.1	1689.21
0351_00167	CCCCCCCCC=CCCCCCCCCC(=O)O	409.14	406.46	2.68	7.18
0351_01154	CCC(C(=O)NCC1=CC=CC=C1)OC2=CC(=C(C=C2)F)C(F)(F)F	375.3	401.61	26.31	692.22
0351_00069	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	348.3	415.98	67.68	4580.58
0351_00568	C1=CC=C2C(=C1)C(=CN2)CC(=O)N	231.84	278.17	46.33	2146.47
0351_01166	CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F	323.4	388.57	65.17	4247.13
0351_00910	CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O	195.24	222.74	27.5	756.25
0351_00615	C1CCOC(=O)C1	195.3	244.29	48.99	2400.02
0351_00917	C/C=C(\C)/C(=O)NCC(=O)O	189.78	193.81	4.03	16.24
0351_00104	CC(C)CCCCCCCCCCCCCCC(=O)O	407.4	409.38	1.98	3.92
0351_00693	C(C1C(C(C(O1)O)O)O)O	35.1	43.99	8.89	79.03
0351_01055	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F	387.96	395.14	7.18	51.55
0351_00067	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	377.88	409.89	32.01	1024.64
0351_00198	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	50.46	121.6	71.14	5060.9
0351_00162	C(CCCCC(=O)O)CCCCO	310.44	351.09	40.65	1652.42
0351_00197	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O	155.94	182.74	26.8	718.24
0351_01007	CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl	360.06	381.34	21.28	452.84
0351_00871	C1(C(=O)NC(=O)N1)NC(=O)N	36.3	90.18	53.88	2903.05
0351_00937	COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1	261.54	235.97	25.57	653.82
0351_00779	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C	337.26	398.63	61.37	3766.28
0351_00041	CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C	421.56	436.59	15.03	225.9
0351_01225	CCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	298.14	345.29	47.15	2223.12
0351_00702	CC(=O)CC(=O)OC	36.48	181.32	144.84	20978.63
0351_00885	C1=CC=C(C=C1)C=CC(=O)NCC(=O)O	269.64	276.06	6.42	41.22
0351_01096	CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C	372.36	357.54	14.82	219.63
0351_00692	C1(C(C(OC(C1O)O)C(=O)O)O)O	35.1	51.82	16.72	279.56
0351_00297	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	195.18	226.56	31.38	984.7
0351_00115	CCCCCCCCCCCCCCCCCCCCCC(=O)O	418.92	428.88	9.96	99.2
0351_00592	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	386.4	406.19	19.79	391.64
0351_00336	C1CC(=O)NC1C(=O)O	51.66	74.79	23.13	535.0
