id	smile	real_rt	pred_rt	diff	diff_sq
0197_0206	C(C(C(=O)O)O)O	43.2	52.99	9.79	95.84
0197_0261	CNCC(=O)O	39.8	21.14	18.66	348.2
0197_0186	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CNC5=O)O)O)O)O)C(=O)N	45.2	57.22	12.02	144.48
0197_0068	CN(CC(=O)O)C(=N)N	43.6	38.04	5.56	30.91
0197_0490	C1=CC(=O)NC(=C1)O	60.8	164.53	103.73	10759.91
0197_0295	CC(=O)NC(CS)C(=O)O	75.8	57.85	17.95	322.2
0197_0112	C(COC(=O)CCC(=O)O)C(C(=O)O)N	47.6	55.87	8.27	68.39
0197_0390	C(=C\C(=O)O)\C(=O)O	60.0	51.28	8.72	76.04
0197_0605	CC1=CC2=C(C=C1C)N=CN2	259.4	295.79	36.39	1324.23
0197_0123	C1C(C(C(OC1O)CO)O)O	42.8	76.22	33.42	1116.9
0197_0110	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	169.2	167.74	1.46	2.13
0197_0038	CSCC[C@@H](C(=O)O)N	49.6	53.63	4.03	16.24
0197_0165	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O	43.2	73.42	30.22	913.25
0197_0433	C(CCCCC(=O)O)CCCCO	427.6	773.16	345.56	119411.7
0197_0079	C(CO)C(C(=O)O)N	43.8	53.66	9.86	97.22
0197_0481	C(CCCC(=O)O)CCCC(=O)O	368.2	458.39	90.19	8134.24
0197_0377	CC=CC=CC(=O)[O-]	358.4	413.18	54.78	3000.85
0197_0556	C1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O	41.8	68.16	26.36	694.85
0197_0072	C([C@H](C(=O)O)O)C(=O)O	48.6	52.1	3.5	12.25
0197_0062	C1=CC=C(C=C1)CC(C(=O)O)N	89.4	154.57	65.17	4247.13
0197_0583	CCCCCCCCCCCCCCCC(=O)O	996.0	1159.56	163.56	26751.89
0197_0513	C1=CC=C2C(=C1)C(=CN2)CC=O	248.6	428.95	180.35	32526.13
0197_0407	C1=CC(=C(C=C1C=CC(=O)O)O)O	256.4	289.47	33.07	1093.62
0197_0170	CC(=O)N[C@@H](CC(=O)N)C(=O)O	47.4	44.42	2.98	8.88
0197_0347	C(C[C@@H](C(=O)O)N)[C@H](CN)O	40.8	59.65	18.85	355.32
0197_0074	C1=CC(=CC=C1CC(C(=O)O)N)O	51.0	101.3	50.3	2530.09
0197_0632	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C	434.2	399.04	35.16	1236.22
0197_0181	CC(=O)NCC(=O)O	50.6	27.85	22.75	517.56
0197_0041	CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	184.2	112.48	71.72	5143.76
0197_0268	C1=C(C(=O)NC(=O)N1)C(=O)[O-]	53.4	108.77	55.37	3065.84
0197_0108	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O	43.8	59.07	15.27	233.17
0197_0224	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N	51.0	67.87	16.87	284.6
0197_0219	CC(=O)OCC(C(=O)O)N	44.0	26.67	17.33	300.33
0197_0352	CNCC(C1=CC(=C(C=C1)O)O)O	44.8	55.47	10.67	113.85
