id	smile	real_rt	pred_rt	diff	diff_sq
0100_00082	CC(=O)NC(CCCCN)C(=O)O	52.8	152.41	99.61	9922.15
0100_00083	C([C@@H](C(=O)O)N=C(N)N)C(=O)O	50.4	-158.64	209.04	43697.72
0100_00087	CC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N	55.8	73.67	17.87	319.34
0100_00040	C1=C(NC(=O)N=C1)N	51.6	3.1	48.5	2352.25
0100_00059	C1=CC=C2C(=C1)C(=CN2)CCO	760.2	609.23	150.97	22791.95
0100_00068	C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N	48.0	-1.86	49.86	2486.02
0100_00089	C[N+](C)(C)CCOP(=O)(O)O	50.4	27.31	23.09	533.15
0100_00071	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N	293.4	410.08	116.68	13614.22
0100_00088	C(COC(=O)CCC(=O)O)C(C(=O)O)N	52.8	104.28	51.48	2650.19
0100_00037	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	976.8	938.9	37.9	1436.41
0100_00022	C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N	162.0	431.62	269.62	72694.94
0100_00010	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	55.8	115.8	60.0	3600.0
0100_00104	C12=C(NC(=O)N1)NC(=O)NC2=O	55.8	249.97	194.17	37701.99
0100_00068	C(CC(C(=O)O)N)CC(C(=O)O)N	48.0	0.44	47.56	2261.95
0100_00022	C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N	162.0	418.04	256.04	65556.49
0100_00048	COC1=C(C=CC(=C1)C=CC(=O)O)O	735.6	624.96	110.64	12241.2
0100_00008	C1=CC(=O)NC=C1	114.6	415.76	301.16	90697.35
