id	smile	real_rt	pred_rt	diff	diff_sq
0191_0542	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	53.0	41.89	11.11	123.43
0191_0309	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	63.0	90.64	27.64	763.97
0191_0194	C[N+](C)(C)CCCC(=O)[O-]	52.4	60.34	7.94	63.04
0191_0248	C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	62.2	67.75	5.55	30.8
0191_0172	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O	53.6	43.88	9.72	94.48
0191_0065	C(C(C(=O)O)N)C(=O)O	53.4	44.5	8.9	79.21
0191_0463	C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O	388.2	413.71	25.51	650.76
0191_0282	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O	52.8	55.71	2.91	8.47
0191_0106	CN1C2=C(C(=O)N(C1=O)C)NC=N2	199.4	261.39	61.99	3842.76
0191_0331	CSCC[C@@H](C(=O)O)NC=O	181.4	190.58	9.18	84.27
0191_0576	CCCCCCCCCCCCCC(=O)O	937.8	823.81	113.99	12993.72
0191_0113	C1(C(=O)NC(=O)N1)NC(=O)N	53.8	-4.14	57.94	3357.04
0191_0104	C(CN)CNCCCN	47.6	-60.85	108.45	11761.4
0191_0633	CCCCCCCCCC(=O)O	722.4	711.63	10.77	115.99
0191_0158	CC1C(C(C(C(O1)O)O)O)O	53.4	54.86	1.46	2.13
0191_0418	C1=CC=C2C(=C1)C(=CN2)CCO	399.4	409.68	10.28	105.68
0191_0076	C(C(C(=O)O)N)C(=O)N	53.2	38.9	14.3	204.49
0191_0459	C1=CN=C2C(=N1)C(=O)NC(=N2)N	63.0	108.08	45.08	2032.21
0191_0361	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O	50.6	59.49	8.89	79.03
0191_0557	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	55.4	40.81	14.59	212.87
0191_0020	C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O	67.0	96.72	29.72	883.28
0191_0060	C1C(C(C(C=C1C(=O)O)O)O)O	54.4	106.77	52.37	2742.62
0191_0557	C1C(C(C(C(O1)O)O)O)O	55.4	39.58	15.82	250.27
0191_0489	C1=CC=C(C=C1)C=CC=O	666.2	498.47	167.73	28133.35
0191_0382	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	452.0	560.46	108.46	11763.58
0191_0123	C1[C@H]([C@@H]([C@H](OC1O)CO)O)O	53.6	39.11	14.49	209.96
0191_0285	C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N	57.0	75.7	18.7	349.69
0191_0071	C1CNC(=O)NC1=O	59.4	0.12	59.28	3514.12
0191_0550	C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O	52.2	43.26	8.94	79.92
0191_0168	C1=C(NC=N1)CC(C(=O)O)N	48.4	30.4	18.0	324.0
0191_0040	C1=NC2=NC=NC(=C2N1)N	54.6	66.53	11.93	142.32
0191_0251	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N	56.2	119.43	63.23	3998.03
0191_0066	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	55.8	52.31	3.49	12.18
0191_0171	C1CCN[C@@H](C1)C(=O)O	56.4	110.38	53.98	2913.84
0191_0209	C=C(C(=O)O)OP(=O)(O)O	67.4	66.78	0.62	0.38
0191_0336	CN1C=NC2=C1C(=O)NC(=O)N2C	127.5	227.51	100.01	10002.0
0191_0269	CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N	399.6	311.72	87.88	7722.89
0191_0271	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	54.8	65.67	10.87	118.16
0191_0374	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	54.6	31.68	22.92	525.33
0191_0412	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N	144.4	192.62	48.22	2325.17
0191_0623	CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	1099.8	803.03	296.77	88072.42
0191_0202	C1=C(C(=CC(=C1O)O)O)CCN	51.4	40.33	11.07	122.54
0191_0240	CN1CC(=CC=C1)C(=O)N	50.6	207.4	156.8	24586.24
0191_0124	CN1C=C(N=C1)CC(C(=O)O)N	49.2	24.51	24.69	609.6
0191_0032	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O	55.2	77.34	22.14	490.18
0191_0634	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	519.4	601.54	82.14	6746.98
0191_0150	C(CSCC(C(=O)O)N)C(C(=O)O)N	50.6	49.42	1.18	1.39
0191_0093	CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O	361.2	376.38	15.18	230.43
0191_0248	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	62.2	59.58	2.62	6.86
0191_0619	C1=CC=C(C=C1)/C=C/C(=O)O	460.4	428.86	31.54	994.77
0191_0237	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O	67.8	103.46	35.66	1271.64
0191_0109	C[N+](C)(C)CC(=O)O	52.6	-33.49	86.09	7411.49
0191_0286	C([C@H]([C@H](CO)O)O)O	57.0	32.91	24.09	580.33
0191_0117	C[Se]CC[C@@H](C(=O)O)N	64.4	46.5	17.9	320.41
0191_0449	CCC(C(=O)O)C(=O)O	138.8	122.17	16.63	276.56
0191_0569	CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	820.2	735.33	84.87	7202.91
0191_0489	C1=CC=C(C=C1)/C=C/C=O	666.2	496.54	169.66	28784.51
0191_0094	C(/C(=C\C(=O)O)/C(=O)O)C(=O)O	60.6	53.09	7.51	56.4
0191_0091	C(C(=O)O)N=C(N)N	52.6	25.22	27.38	749.66
0191_0475	C[C@H]1[C@H](NC(=O)N1)CCCCCC(=O)O	326.0	318.95	7.05	49.7
0191_0395	CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C	567.8	610.45	42.65	1819.02
0191_0012	C12=C(NC(=O)N1)NC(=O)NC2=O	57.2	81.95	24.75	612.56
0191_0526	C1=CNC(=C1)C(=O)O	71.4	143.84	72.44	5247.55
0191_0267	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O	49.0	146.18	97.18	9443.95
0191_0561	C1=CC(=CC=C1/C=C/C(=O)O)O	340.6	349.95	9.35	87.42
0191_0304	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O	60.2	75.18	14.98	224.4
0191_0584	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O	464.8	492.83	28.03	785.68
