id	smile	real_rt	pred_rt	diff	diff_sq
0235_00082	C1=CC2=C(C=C1O)C(=CN2)CCN	105.6	134.53	28.93	836.94
0235_00113	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N	78.0	79.65	1.65	2.72
0235_00068	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	40.8	26.09	14.71	216.38
0235_00115	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N[C@@H](CC(=O)O)C(=O)O	99.6	93.55	6.05	36.6
0235_00040	C(CC(C(=O)O)N)CC(=O)O	37.68	31.3	6.38	40.7
0235_00106	CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	648.0	634.38	13.62	185.5
0235_00059	C(CC(=O)O)CN=C(N)N	52.44	74.98	22.54	508.05
0235_00011	C[N+]1(CCC[C@H]1C(=O)[O-])C	41.04	24.27	16.77	281.23
0235_00089	C1=CC(=C(C=C1CCN)O)O	69.0	70.73	1.73	2.99
0235_00071	C1C(NC(C2=C1C3=CC=CC=C3N2)C(C(C(C(CO)O)O)O)O)C(=O)O	120.6	133.12	12.52	156.75
0235_00088	C1=CC(=CC=C1CCN)O	87.6	77.44	10.16	103.23
0235_00037	C1=CC=C(C=C1)C(=O)NCC(=O)O	215.04	213.16	1.88	3.53
0235_00022	C(C(C(=O)O)N=C(N)N)C(=O)O	35.1	28.86	6.24	38.94
0235_00010	CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	98.28	111.48	13.2	174.24
0235_00104	CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	636.6	595.43	41.17	1694.97
0235_00108	C1=CC(=CC=C1C[C@@H](C(=O)O)N)OS(=O)(=O)O	89.4	75.1	14.3	204.49
0235_00068	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	40.8	29.99	10.81	116.86
0235_00104	CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	636.6	597.47	39.13	1531.16
0235_00119	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	178.2	157.87	20.33	413.31
0235_00048	CN(C)C(=NCCCC(C(=O)O)N)N	37.8	38.42	0.62	0.38
0235_00066	C1=C(N=C2C(=O)NC(=NC2=N1)N)[C@@H]([C@@H](CO)O)O	55.8	77.98	22.18	491.95
0235_00067	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C	417.6	395.39	22.21	493.28
