id	smile	real_rt	pred_rt	diff	diff_sq
0428_00148	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(=O)C4)C	658.8	683.32	24.52	601.23
0428_00106	C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@H](C4=O)O)C)O	577.8	542.37	35.43	1255.29
0428_00152	C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O	678.0	696.55	18.55	344.1
0428_00178	CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	864.6	856.14	8.46	71.57
0428_00100	CC(=O)C1CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C	569.4	638.64	69.24	4794.18
0428_00018	C[C@]12CC[C@H]3[C@H]([C@@H]1[C@H](C[C@@H]2O)O)CCC4=C3C=CC(=C4)O	439.8	412.86	26.94	725.76
0428_00064	C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@H](C4=O)O)C)O	498.0	495.67	2.33	5.43
0428_00116	CC(=O)C1C(CC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O	592.2	604.33	12.13	147.14
0428_00086	C[C@]12CCC3C(C1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C=O	533.4	556.45	23.05	531.3
0428_00073	CC12CCC3C(C1CCC2O)CCC4=CC(=O)C(CC34C)O	512.4	491.46	20.94	438.48
0428_00154	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=C(C=C34)OC)OC	690.0	712.96	22.96	527.16
0428_00026	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O	448.2	455.76	7.56	57.15
0428_00166	CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O	763.2	788.1	24.9	620.01
0428_00158	C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CO)C	697.8	714.29	16.49	271.92
0428_00166	C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CC[C@H](C4)O)C)C)O	763.2	799.33	36.13	1305.38
0428_00175	CC(C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C)O	837.0	820.77	16.23	263.41
0428_00168	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C	771.6	791.69	20.09	403.61
0428_00040	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4O)OS(=O)(=O)O	463.8	483.11	19.31	372.88
0428_00014	C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@@H]([C@H]4O)O)C)O	435.0	435.95	0.95	0.9
0428_00135	C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)OS(=O)(=O)O	629.4	647.86	18.46	340.77
0428_00089	CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C)O	543.6	583.93	40.33	1626.51
0428_00071	CC12CCC3C(C1CCC2O)CCC4=CC(=O)C(CC34C)O	510.0	491.46	18.54	343.73
0428_00088	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C	542.4	568.63	26.23	688.01
0428_00113	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2OS(=O)(=O)O)CCC4=CC(=O)CC[C@]34C	588.6	595.47	6.87	47.2
0428_00063	C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C	492.6	514.61	22.01	484.44
0428_00098	C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CCC4=O)C)O)O	559.2	547.5	11.7	136.89
0428_00032	C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4([C@H](CO)O)O)C)O	457.2	484.96	27.76	770.62
0428_00010	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O	427.8	455.76	27.96	781.76
0428_00016	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H](C2=O)O)CCC4=C3C=CC(=C4)O	437.4	465.74	28.34	803.16
0428_00072	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C	511.8	530.25	18.45	340.4
0428_00144	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C	651.6	592.89	58.71	3446.86
0428_00013	C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2[C@@H]4C[C@]5([C@H]3CC[C@@H]5C(=O)CO)[C@H](O4)O)O	430.8	414.15	16.65	277.22
0428_00118	CC(C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O)O	595.2	637.09	41.89	1754.77
0428_00048	CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)O)O	471.6	470.32	1.28	1.64
0428_00173	CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O	829.2	788.1	41.1	1689.21
0428_00007	CC12CCC3C(C1CCC2O)CC(C4=C3C=CC(=C4)O)O	420.6	446.56	25.96	673.92
