id	smile	real_rt	pred_rt	diff	diff_sq
0133_00019	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	162.0	53.43	108.57	11787.44
0133_00037	C(CC(C(=O)O)N)CC(C(=O)O)N	145.8	200.14	54.34	2952.84
0133_00022	C(C(C(C(C(C=O)N)O)O)O)OS(=O)(=O)O	149.4	149.25	0.15	0.02
0133_00036	C1=C(NC=N1)C[C@@H](C(=O)O)N	140.4	104.35	36.05	1299.6
0133_00010	C(CCC(=O)O)CCC(=O)O	936.0	716.67	219.33	48105.66
0133_00053	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	160.2	120.61	39.59	1567.37
0133_00015	C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN	136.8	195.12	58.32	3401.22
0133_00006	C1=CC(=C(C=C1C[C@@H](C(=O)O)N)[N+](=O)[O-])O	653.4	591.13	62.27	3877.55
0133_00048	CCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	162.0	349.43	187.43	35130.0
0133_00045	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O	822.6	1031.67	209.07	43710.28
0133_00027	C(C(=O)O)N	150.6	71.6	79.0	6241.0
