id	smile	real_rt	pred_rt	diff	diff_sq
0425_00148	CC1=NN=C(C(=O)N1N)C2=CC=CC=C2	313.2	386.91	73.71	5433.16
0425_00286	CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N	244.8	272.95	28.15	792.42
0425_00239	CN/C(=C\[N+](=O)[O-])/NCCS(=O)CC1=CC=C(O1)CN(C)C	235.8	290.24	54.44	2963.71
0425_00178	CC(C)(CS(=O)(=O)O)NC(=O)C=C	150.0	341.6	191.6	36710.56
0425_00100	CC1=CC2=NNN=C2C=C1	393.6	458.57	64.97	4221.1
0425_00208	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H](C2=O)O)CCC4=C3C=CC(=C4)O	505.2	470.74	34.46	1187.49
0425_00187	C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@H](O2)[C@@]3(CC[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)[C@H]6[C@@H]([C@H]([C@@H]([C@](O6)(CC(=O)O)O)C)O)OC)C)O)C)C)O[C@H]7CC[C@@H]([C@H](O7)C)OC)(C)O)C	820.2	773.28	46.92	2201.48
0425_00198	CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C	224.4	331.42	107.02	11453.28
0425_00244	CNCC(C1=CC=C(C=C1)OC)C2(CCCCC2)O	367.2	625.91	258.71	66930.85
0425_00116	C1CCC(CC1)N2C(=O)C3=C(CCC3)NC2=O	493.8	681.78	187.98	35336.49
0425_00266	CCC1=C(C(=CC=C1)CC)N(COC)C(=O)C(=O)O	461.4	537.38	75.98	5772.96
0425_00073	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O	469.2	545.29	76.09	5789.68
0425_00180	CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O	768.6	777.57	8.97	80.46
0425_00026	CCCC(CCC)C(=O)O	422.4	792.35	369.95	136862.98
0425_00166	COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC	459.6	427.05	32.55	1059.5
0425_00207	CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C(=O)O)O	721.2	707.74	13.46	181.17
0425_00257	CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N\OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O	692.4	664.49	27.91	778.97
0425_00175	CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O	190.8	293.39	102.59	10524.71
0425_00259	CC1=NNC(=O)N(C1)/N=C\C2=CN=CC=C2	247.8	321.09	73.29	5371.42
0425_00040	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C	557.4	505.39	52.01	2705.04
0425_00194	CCCCCC(=O)C1=C(C=C(C=C1)O)O	637.2	660.51	23.31	543.36
0425_00085	C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	265.2	266.7	1.5	2.25
0425_00089	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O	475.2	558.04	82.84	6862.46
0425_00071	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	594.6	567.82	26.78	717.17
0425_00088	C1=CC=C2C(=C1)C=CC=C2CC(=O)O	342.0	405.56	63.56	4039.87
0425_00293	CC(C)NC1=NC(=O)NC(=N1)N	244.8	345.39	100.59	10118.35
0425_00243	CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O	880.2	791.05	89.15	7947.72
0425_00278	CC1=C(C(=CC=C1)C)N(CCOC)C(=O)CS(=O)(=O)O	369.6	394.53	24.93	621.5
0425_00212	CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CCCC(C2)O)O	794.4	781.95	12.45	155.0
0425_00010	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC	304.8	424.25	119.45	14268.3
0425_00247	CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O	682.2	696.11	13.91	193.49
0425_00196	CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C	844.8	685.01	159.79	25532.84
0425_00252	CCC1=CC=CC(=C1N(C(C)COC)C(=O)CS(=O)(=O)O)C	491.4	478.74	12.66	160.28
0425_00146	C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N	87.6	139.78	52.18	2722.75
0425_00193	C1=CC=C2C(=C1)N=NN2O	221.4	314.08	92.68	8589.58
0425_00118	CC(=O)NC1=C2C(=CC(=C1)S(=O)(=O)O)C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)O	273.6	182.09	91.51	8374.08
0425_00048	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	366.0	436.0	70.0	4900.0
0425_00173	CC(C(=O)NC1C(SC1(C)C)(C)C)NC(=O)C(CC(=O)O)N	363.6	327.33	36.27	1315.51
0425_00214	CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1	392.4	448.26	55.86	3120.34
