id	smile	real_rt	pred_rt	diff	diff_sq
0186_48333	CCC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C3=NOC(=N3)C4=CC=CC=C4C	1150.0	1258.82	108.82	11841.78
0186_35450	C1CC(CN(C1)C2=NN=C(C=C2)SC3=CC=C(C=C3)Br)C(=O)NC4CC4	785.4	733.54	51.86	2689.46
0186_53818	CC1=CC=C(C=C1)NC2=CC(=NC=N2)N3CCC(CC3)C(=O)N4CCSCC4	681.6	695.18	13.58	184.42
0186_13894	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC3=NC(=CS3)C4=CC=C(C=C4)C(C)C	1164.2	1085.18	79.02	6244.15
0186_66406	C1CC(CN(C1)C(=O)CC2=CC=CC3=CC=CC=C32)C(=O)NCCCC4=CC=CC=C4	944.0	921.59	22.41	502.21
0186_71232	C1CC(CC(C1)OC(=O)NC2=CC=C(C=C2)F)NC(=O)C3=CC=C(O3)Br	853.0	844.86	8.14	66.26
0186_77249	COC1=C(C(=C(C=C1)CN2CCC(CC2)C3CNCC3CO)Cl)OC	551.1	475.55	75.55	5707.8
0186_15174	CC1=CC=C(C=C1)N2CC(CC2=O)C3=NC4=CC=CC=C4N3CC(=O)N(CC(C)C)CC(C)C	967.3	857.96	109.34	11955.23
0186_19235	CC1(CN2C(=CC(=N2)C(=O)NCCC3=CCCCC3)C(=O)N1C)C(=O)NCC4=CC=CC=C4	853.3	825.13	28.17	793.55
0186_16596	C1=CN2C3=C(C=C(C=C3)F)N(C(=O)C2=C1)CC(=O)NCCC4=CC=CO4	774.3	819.31	45.01	2025.9
0186_16421	CC(C)(C)C(=O)N1C(CC(=N1)C2=CC(=CC=C2)NS(=O)(=O)C)C3=C(C(=CC=C3)OC)O	819.6	827.58	7.98	63.68
0186_41025	CCN1C(=C(C(=C1C)S(=O)(=O)N2CCC(CC2)C(=O)NC3=C(C=C(C=C3)F)C)C(=O)OCC)C	884.6	902.12	17.52	306.95
0186_20700	CC1=C2C(=CC=C1)C(C(=O)N2)(CC(=O)C3=CC=CC=C3Cl)O	729.4	733.34	3.94	15.52
0186_55917	CC1=CC=CC=C1NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)N(CC4)C(=O)C5CCC5	802.8	826.2	23.4	547.56
0186_64815	CC1=CC(=CC(=C1)N2C(=O)C3=C(N=CN3CC2(C)C(=O)NC4CCCC4)C(=O)OC)C	733.7	748.72	15.02	225.6
0186_60378	CCNC1=CC(=NC=N1)N2CCC(CC2)CCC(=O)NCC3=C(C=CC(=C3)F)F	666.2	642.47	23.73	563.11
0186_14360	C1=C(C=C(C(=C1[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)C3=CC(=O)C4=C(C=C(C=C4O3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O	647.7	690.42	42.72	1825.0
0186_09356	C1CC1(C2=CC=CC=C2)C(=O)N[C@@H]3CN(C[C@H]3CO)CC4=CC=CC=C4	652.3	657.16	4.86	23.62
