id	smile	real_rt	pred_rt	diff	diff_sq
0124_00071	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OC3=CC=C(C=C3)[N+](=O)[O-])O	696.0	723.85	27.85	775.62
0124_00023	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	281.4	413.83	132.43	17537.7
0124_00037	C(CSSCCC(C(=O)O)N)C(C(=O)O)N	137.4	279.57	142.17	20212.31
0124_00022	CC(CC(=O)O)(C(=O)O)O	279.0	323.1	44.1	1944.81
0124_00011	COC1=C(C=CC(=C1)C[C@@H](C(=O)O)N)O	141.0	168.59	27.59	761.21
0124_00010	CC(CC(=O)O)(CC(=O)O)O	276.0	287.78	11.78	138.77
0124_00047	C1=C(NC=N1)C[C@@H](CO)N	115.2	81.78	33.42	1116.9
0124_00071	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OC3=CC=C(C=C3)[N+](=O)[O-])O	696.0	717.66	21.66	469.15
0124_00068	C1C(C(C(C=C1C(=O)O)O)O)O	156.6	209.34	52.74	2781.51
0124_00065	C1C(C(C(CC1(C(=O)O)O)O)O)O	153.0	244.09	91.09	8297.39
0124_00048	C(CC(C(=O)O)N)CC(C(=O)O)N	124.2	123.13	1.07	1.14
0124_00045	C(CC(=O)N)C(C(=O)O)N	126.6	155.61	29.01	841.58
0124_00049	CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC	986.4	697.15	289.25	83665.55
