id	smile	real_rt	pred_rt	diff	diff_sq
0247_00674	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O	156.12	235.13	79.01	6242.58
0247_00161	C(CCC/C=C/C(=O)O)CCCO	216.3	196.12	20.18	407.23
0247_00918	CC(=O)CC(=O)CCC(=O)O	134.94	37.72	97.22	9451.73
0247_00065	CCCCCCCCC/C=C/C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	251.7	257.81	6.11	37.33
0247_01237	CCCCCCCCCCCCCCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	420.12	390.75	29.37	862.6
0247_00089	CCCCC/C=C/C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	196.38	210.8	14.42	207.94
0247_00469	C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)O	33.66	92.51	58.85	3463.32
0247_00910	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	140.76	184.76	44.0	1936.0
0247_00154	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	399.0	390.38	8.62	74.3
0247_00662	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	158.58	168.17	9.59	91.97
0247_00336	C1CC(=O)NC1C(=O)O	44.76	69.31	24.55	602.7
0247_01096	CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C	323.04	335.92	12.88	165.89
0247_00084	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	299.04	293.48	5.56	30.91
0247_01078	CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl	262.56	287.65	25.09	629.51
0247_00697	C1=CC(=O)NC(=C1)O	94.08	139.3	45.22	2044.85
0247_00836	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	239.28	278.54	39.26	1541.35
0247_00373	C1C(C(C(=O)C=C1C(=O)O)O)O	42.06	73.08	31.02	962.24
0247_00013	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C	226.02	259.92	33.9	1149.21
0247_00874	C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O	153.18	186.28	33.1	1095.61
0247_00226	C1=CNC(=O)NC1=O	37.62	70.45	32.83	1077.81
0247_01070	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F	343.02	363.94	20.92	437.65
0247_00066	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	257.28	277.69	20.41	416.57
0247_00626	C1=CC=C(C(=C1)O)O	107.94	163.57	55.63	3094.7
0247_01088	CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C	308.94	356.61	47.67	2272.43
0247_00908	CC(=O)N[C@@H](CC(=O)O)C(=O)O	39.48	70.69	31.21	974.06
0247_00645	C1=CC(=C(C=C1C(=O)O)N)O	34.86	133.95	99.09	9818.83
0247_00910	CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O	140.76	185.57	44.81	2007.94
0247_00103	CCCCCCCCCCCCCCC(C(=O)O)O	398.82	344.5	54.32	2950.66
0247_00690	C1C(C(C(C(O1)O)O)O)O	33.6	37.26	3.66	13.4
0247_01035	CCCCC1=C(N=C(NC1=O)NCC)C	165.72	275.42	109.7	12034.09
0247_01235	CCCCCCCCCCCCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	390.84	378.26	12.58	158.26
0247_00292	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	34.86	109.78	74.92	5613.01
0247_00211	C(CS(=O)(=O)O)N	32.04	53.99	21.95	481.8
0247_00290	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O	44.76	86.12	41.36	1710.65
0247_00959	CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O	317.64	341.4	23.76	564.54
0247_00835	CC(C)C(CC(=O)O)(C(=O)O)O	149.28	151.88	2.6	6.76
0247_00897	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	189.72	209.94	20.22	408.85
0247_00719	C(C(C(C(C(CO)O)O)O)O)O	32.28	15.63	16.65	277.22
0247_00034	CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C	490.26	486.34	3.92	15.37
0247_01152	C1=CC=C(C=C1)NC(=O)NC2=CN=NS2	226.2	216.66	9.54	91.01
0247_00692	C1(C(C(OC(C1O)O)C(=O)O)O)O	33.6	38.17	4.57	20.88
0247_00850	COC1=C(C=CC(=C1)CC(C(=O)O)O)O	150.12	173.3	23.18	537.31
0247_01049	CC1=NN=C(C(=O)N1N)C2=CC=CC=C2	185.4	175.84	9.56	91.39
0247_00689	C1C(C(C(C(O1)O)O)O)O	33.6	37.26	3.66	13.4
0247_00378	C(CSSCCC(C(=O)O)N)C(C(=O)O)N	32.22	77.05	44.83	2009.73
0247_00140	CC(C)(CC(=O)O)CC(=O)O	157.2	132.02	25.18	634.03
0247_00643	C1=C(C=C(C=C1N)O)C(=O)O	34.86	152.55	117.69	13850.94
0247_00343	C1(C(C(OC(C1O)O)C(=O)O)O)O	33.54	38.17	4.63	21.44
