id	smile	real_rt	pred_rt	diff	diff_sq
0129_00042	C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N	151.2	339.05	187.85	35287.62
0129_00037	C1=NC2=C(N1)C(=O)NC=N2	160.8	110.24	50.56	2556.31
0129_00022	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	928.2	961.54	33.34	1111.55
0129_00035	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	410.4	325.66	84.74	7180.87
0129_00010	C1C(C(C(=O)C=C1C(=O)O)O)O	160.8	172.33	11.53	132.94
0129_00055	CC(=O)N[C@@H](CCCCN)C(=O)O	158.4	337.26	178.86	31990.9
0129_00002	C1[C@H](NC(=O)NC1=O)C(=O)O	158.4	135.38	23.02	529.92
0129_00065	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	189.0	183.75	5.25	27.56
0129_00048	CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O	1054.2	1013.14	41.06	1685.92
0129_00045	CC(=CCNC1=NC=NC2=C1NC=N2)C	1054.2	668.74	385.46	148579.42
0129_00027	C(C(C(C(C(C(=O)[O-])O)O)O)O)O	158.4	269.11	110.71	12256.7
