id	smile	real_rt	pred_rt	diff	diff_sq
0382_00331	C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O	691.2	663.42	27.78	771.73
0382_02017	C1=CC=C2C(=C1)C(=NN2CCCCCF)C(=O)NC3=CC=CC4=C3N=CC=C4	751.2	623.61	127.59	16279.21
0382_01920	CNC[C@H](C1=CC=C(C=C1)O)O	96.0	118.68	22.68	514.38
0382_01432	CC(C)(C)CCNC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)OC	529.8	474.54	55.26	3053.67
0382_01415	C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O	206.4	202.32	4.08	16.65
0382_02147	CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C	638.4	682.92	44.52	1982.03
0382_00812	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	747.0	726.38	20.62	425.18
0382_00435	CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C	314.4	285.51	28.89	834.63
0382_01110	CCCCCN1C=C(C2=C1C=CC=C2O)C(=O)C3=CC=CC4=CC=CC=C43	750.6	733.06	17.54	307.65
0382_02097	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O	471.6	478.45	6.85	46.92
0382_00863	CN(C)C(=O)SCCCCOC1=CC=CC=C1	643.8	560.03	83.77	7017.41
0382_00276	C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N	539.4	522.79	16.61	275.89
0382_00970	C1C2CC3CC1CC(C2)(C3)NC(=O)C4=NN(C5=CC=CC=C54)CC6=CC=C(C=C6)F	780.0	789.15	9.15	83.72
0382_02195	CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC	632.7	651.86	19.16	367.11
0382_02145	C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N	195.6	176.03	19.57	382.98
0382_01349	CC(C)(C)C1=NN=C(NC1=O)SC	447.6	367.74	79.86	6377.62
0382_00888	C1=CC=C(C=C1)[Sn+](C2=CC=CC=C2)C3=CC=CC=C3	622.8	734.98	112.18	12584.35
