id	smile	real_rt	pred_rt	diff	diff_sq
0020_00026	CC(C(=O)O)O	447.0	465.71	18.71	350.06
0020_00082	C(CC(C(=O)O)N)CC(=O)O	744.0	654.91	89.09	7937.03
0020_00103	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O	264.6	372.78	108.18	11702.91
0020_00107	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O	568.8	615.68	46.88	2197.73
0020_00040	C1=C(NC=N1)CC(C(=O)O)N	939.0	901.11	37.89	1435.65
0020_00059	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	550.8	545.18	5.62	31.58
0020_00039	CC(C)[C@@H](C(=O)O)N	630.0	592.15	37.85	1432.62
0020_00089	CCCCC(C(=O)O)N	577.2	550.07	27.13	736.04
0020_00071	CSCCC(C(=O)O)N	613.8	544.73	69.07	4770.67
0020_00088	C(CN)C(C(=O)O)N	955.2	871.01	84.19	7087.95
0020_00037	C(C(C(=O)O)N)C(=O)O	813.6	739.99	73.61	5418.43
0020_00022	CC(C(=O)O)N	726.0	622.58	103.42	10695.69
0020_00010	C(CC(=O)N)C(C(=O)O)N	774.0	698.61	75.39	5683.65
0020_00104	CC(=O)N	142.8	-190.85	333.65	111322.33
0020_00068	COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC	534.6	415.97	118.63	14073.08
0020_00004	C[C@H]([C@@H](C(=O)O)N)OC	624.6	578.74	45.86	2103.14
0020_00048	C1COCCN1	622.2	487.22	134.98	18219.6
0020_00110	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O	602.4	562.87	39.53	1562.62
0020_00035	C(CC(=O)O)[C@@H](C(=O)O)N	768.0	700.38	67.62	4572.46
