id	smile	real_rt	pred_rt	diff	diff_sq
0190_0214	C=C(C(=O)O)OP(=O)(O)O	76.8	88.96	12.16	147.87
0190_0272	CC(C(=O)O)NC(=O)C	90.8	87.74	3.06	9.36
0190_0194	C[N+](C)(C)CCCC(=O)[O-]	75.0	66.27	8.73	76.21
0190_0070	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	81.4	44.7	36.7	1346.89
0190_0521	CN1C=NC(=N)C2=C1N=CN2	66.8	84.66	17.86	318.98
0190_0304	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O	76.4	41.99	34.41	1184.05
0190_0120	C(C1C(C(C(C(O1)O)N)O)O)O	60.8	90.91	30.11	906.61
0190_0011	C([C@H](C(=O)O)N)C(=O)O	66.2	103.07	36.87	1359.4
0190_0128	C1=CC(=C(N=C1)C(=O)O)C(=O)O	82.6	65.59	17.01	289.34
0190_0116	C(CP(=O)(O)O)N	64.2	105.77	41.57	1728.06
0190_0093	CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O	393.2	305.16	88.04	7751.04
0190_0170	CC(=O)NC(CC(=O)N)C(=O)O	71.2	79.17	7.97	63.52
0190_0467	C1=CC=C(C(=C1)C(=O)O)N	352.0	185.29	166.71	27792.23
0190_0082	C(C(C(=O)O)O)(C(=O)O)O	72.0	94.08	22.08	487.53
0190_0517	CC1=NC=C(C(=C1O)C=O)CO	67.0	64.42	2.58	6.66
0190_0411	CC(=O)N1CCCC1C(=O)O	165.4	109.68	55.72	3104.72
0190_0554	C1[C@H]([C@H]([C@H](C(O1)(CO)O)O)O)O	65.0	111.35	46.35	2148.32
0190_0110	C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N	236.8	197.7	39.1	1528.81
0190_0065	C(C(C(=O)O)N)C(=O)O	66.2	94.12	27.92	779.53
0190_0621	CCCCCCCCCCCCCCCCCC(=O)[O-]	1146.4	993.53	152.87	23369.23
0190_0538	C1(C(C(C(C(C1O)O)O)O)O)O	65.0	92.13	27.13	736.04
0190_0438	COC1=C(C=CC(=C1)C(=O)OC)O	359.6	350.53	9.07	82.26
0190_0221	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	79.4	15.53	63.87	4079.38
0190_0419	COC1=C(C=CC(=C1)/C=C/C(=O)O)O	380.0	331.46	48.54	2356.13
0190_0078	C1=NC2=C(N1)C(=O)NC(=N2)N	82.0	4.24	77.76	6046.62
0190_0547	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O	65.8	100.53	34.73	1206.17
0190_0188	C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O	76.0	119.58	43.58	1899.22
0190_0043	C(C(C(=O)O)O)O	77.0	106.24	29.24	854.98
0190_0277	CC(=O)OC(CC(=O)O)C[N+](C)(C)C	73.2	112.07	38.87	1510.88
0190_0145	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O	63.4	81.08	17.68	312.58
0190_0282	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O	67.0	38.21	28.79	828.86
0190_0222	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	73.6	63.63	9.97	99.4
0190_0385	C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O	250.0	197.52	52.48	2754.15
0190_0390	C(=C\C(=O)O)\C(=O)O	85.6	109.76	24.16	583.71
0190_0395	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C	604.6	533.15	71.45	5105.1
0190_0424	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	627.6	619.95	7.65	58.52
0190_0464	C(C(C1C(=O)C(=O)C(=O)O1)O)O	73.2	45.48	27.72	768.4
0190_0073	C(CCN)C[C@@H](C(=O)O)N	59.2	80.12	20.92	437.65
0190_0218	C(COP(=O)(O)O)N	64.0	91.67	27.67	765.63
0190_0268	C1=C(C(=O)NC(=O)N1)C(=O)[O-]	81.4	2.36	79.04	6247.32
0190_0142	C1=CC(=C(C=C1CCN)O)O	74.6	108.8	34.2	1169.64
0190_0123	C1[C@H]([C@@H]([C@H](OC1O)CO)O)O	69.8	109.65	39.85	1588.02
0190_0094	C(/C(=C\C(=O)O)/C(=O)O)C(=O)O	75.2	118.1	42.9	1840.41
0190_0165	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O	66.8	36.37	30.43	925.98
0190_0103	C1C(C(C(=O)C=C1C(=O)O)O)O	72.8	71.72	1.08	1.17
0190_0370	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	67.6	69.99	2.39	5.71
0190_0259	CN(C)C(=NCCCC(C(=O)O)N)N	63.2	88.02	24.82	616.03
0190_0124	CN1C=C(N=C1)CC(C(=O)O)N	60.4	47.11	13.29	176.62
0190_0420	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C	553.2	594.12	40.92	1674.45
0190_0219	CC(=O)OC[C@@H](C(=O)O)N	65.2	81.11	15.91	253.13
0190_0504	CC(=CC(=O)O)C(=O)O	146.2	130.22	15.98	255.36
