id	smile	real_rt	pred_rt	diff	diff_sq
0411_00037	CC1CCCC(CCCC=CC2=C(C(=CC(=C2)O)O)C(=O)O1)O	411.6	402.45	9.15	83.72
0411_00022	CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)O)C)CO	370.2	335.28	34.92	1219.41
0411_00037	C[C@H]1CCC[C@H](CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1)O	411.6	402.83	8.77	76.91
0411_00010	CC1=CC2C(C(C1=O)O)(C3(CC(C(C34CO4)O2)O)C)COC(=O)C	315.0	274.48	40.52	1641.87
0411_00046	CC(=C[C@@H]1N2C3=C(C=CC(=C3)OC)C4=C2[C@H](CC(OO1)(C)C)N5C(=O)[C@@H]6CCCN6C(=O)[C@@]5([C@H]4O)O)C	439.8	405.63	34.17	1167.59
0411_00021	CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O	369.0	366.68	2.32	5.38
0411_00018	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O	366.6	360.8	5.8	33.64
0411_00048	CC1CCC2C(C(CCC2(C13CC4=C(C=C5C(=C4O3)CNC5=O)O)C)O)(C)C	450.6	370.69	79.91	6385.61
0411_00045	CC1C(C(C(O1)(C)C=C(C)C=CC=CC=CC2=C(C(=CC(=O)O2)OC)C)O)(C)O	433.8	424.33	9.47	89.68
0411_00003	CC1=CC2C(C(C1=O)O)(C3(C(C(C(C34CO4)O2)O)O)C)CO	222.0	224.46	2.46	6.05
