id	smile	real_rt	pred_rt	diff	diff_sq
0175_00037	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	704.4	815.24	110.84	12285.5
0175_00037	C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	704.4	826.72	122.32	14962.18
0175_00022	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN	944.4	805.95	138.45	19168.4
0175_00032	C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N	842.4	720.59	121.81	14837.67
0175_00010	CC(CC(=O)O)(CC(=O)O)O	740.4	672.15	68.25	4658.06
0175_00060	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	740.4	684.68	55.72	3104.72
0175_00068	C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O	555.6	426.57	129.03	16648.74
0175_00065	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	823.2	725.08	98.12	9627.53
0175_00048	CC(=O)NC(CC(=O)O)C(=O)O	787.8	719.16	68.64	4711.45
0175_00045	CC(=O)NC(CCC(=O)O)C(=O)O	787.8	728.55	59.25	3510.56
0175_00027	C(C(C(C(C(C(=O)[O-])O)O)O)O)O	732.0	692.68	39.32	1546.06
