id	smile	real_rt	pred_rt	diff	diff_sq
0225_00287	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	72.6	92.38	19.78	391.25
0225_00489	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	153.6	156.69	3.09	9.55
0225_00445	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O	591.6	643.51	51.91	2694.65
0225_00276	COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC	274.2	254.34	19.86	394.42
0225_00807	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC	225.0	246.04	21.04	442.68
0225_00033	C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O	568.2	548.28	19.92	396.81
0225_00308	CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C	457.8	367.05	90.75	8235.56
0225_00771	C1=CC=C(C=C1)CCNN	267.0	273.3	6.3	39.69
0225_00012	C1C(C(C(C(O1)CO)O)O)O	55.2	447.18	391.98	153648.31
0225_00873	C(C(C(=O)O)N)O	523.8	484.62	39.18	1535.07
0225_00395	CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F	132.0	141.41	9.41	88.55
0225_00087	C(CN=C(N)N)C(=O)O	489.0	489.68	0.68	0.46
0225_00779	C1=CC=C(C=C1)CC(=O)NCC(=O)O	172.8	275.6	102.8	10567.84
0225_00362	CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O	268.2	243.01	25.19	634.54
0225_00951	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43	228.6	252.42	23.82	567.39
0225_00390	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O	355.2	360.36	5.16	26.63
0225_00783	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	90.0	126.78	36.78	1352.77
