id	smile	real_rt	pred_rt	diff	diff_sq
0276_00071	CCOP(=O)(OCC)OCC	485.52	576.24	90.72	8230.12
0276_00037	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	593.64	412.25	181.39	32902.33
0276_00022	CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl	616.2	576.98	39.22	1538.21
0276_00010	CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl	851.64	542.18	309.46	95765.5
0276_00044	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	541.2	334.62	206.58	42675.3
0276_00068	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N	289.2	257.28	31.92	1018.89
0276_00065	CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	987.96	776.54	211.42	44698.43
0276_00048	CC1NC(N=C(N1)NC(=O)NS(=O)(=O)C2CCCCC2C(=O)OC)OC	618.84	394.12	224.72	50499.08
0276_00045	C1(=NC(=NC(=N1)N)N)N	131.28	-300.26	431.54	186226.78
0276_00003	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O	700.56	573.0	127.56	16271.55
