id	smile	real_rt	pred_rt	diff	diff_sq
0239_00907	C1=CC=C(C=C1)C[C@H](C(=O)O)O	208.08	211.76	3.68	13.54
0239_00066	CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	294.96	278.45	16.51	272.58
0239_00895	C(C(C(C(=O)O)O)C(=O)O)C(=O)O	46.2	61.36	15.16	229.83
0239_00008	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	298.02	261.01	37.01	1369.74
0239_01210	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	228.96	212.82	16.14	260.5
0239_00088	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCC(=O)O	54.9	41.3	13.6	184.96
0239_00469	C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)O	39.3	29.34	9.96	99.2
0239_00892	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	231.84	232.77	0.93	0.86
0239_00154	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	424.44	398.99	25.45	647.7
0239_00661	C1=CC(=CC=C1CC(=O)C(=O)O)O	182.46	187.4	4.94	24.4
0239_00304	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O	42.12	65.76	23.64	558.85
0239_01041	C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3	177.9	239.17	61.27	3754.01
0239_00065	CCCCCCCCC/C=C/C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	289.44	265.28	24.16	583.71
0239_00038	CCC(C)C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	172.38	166.17	6.21	38.56
0239_01038	C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F	351.0	337.66	13.34	177.96
0239_00697	C1=CC(=O)NC(=C1)O	146.04	176.22	30.18	910.83
0239_00830	C1=CC=C(C(=C1)CC(=O)O)O	199.68	206.85	7.17	51.41
0239_00128	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	408.72	394.16	14.56	211.99
0239_00372	CN1C=NC2=C1C(=O)N(C(=O)N2)C	156.12	166.04	9.92	98.41
0239_01220	CCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	56.04	92.16	36.12	1304.65
0239_00861	C(CCCC(=O)O)CCC(CC(=O)O)O	195.66	159.28	36.38	1323.5
0239_00231	C(C(C(=O)O)O)C(=O)O	46.5	47.65	1.15	1.32
0239_01035	CCCCC1=C(N=C(NC1=O)NCC)C	197.7	247.96	50.26	2526.07
0239_00063	CCCCCC=CC=CC(=O)OCC	325.92	322.71	3.21	10.3
0239_00615	C1CCOC(=O)C1	157.2	178.71	21.51	462.68
0239_01040	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F	390.48	377.17	13.31	177.16
0239_00893	C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)O	240.3	265.86	25.56	653.31
0239_00655	C1=CC(=C(C=C1C(C(=O)O)O)O)O	57.48	149.58	92.1	8482.41
0239_00909	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O	40.5	52.02	11.52	132.71
0239_00092	CCCCCCCCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	316.38	286.3	30.08	904.81
0239_00690	C1C(C(C(C(O1)O)O)O)O	37.62	33.17	4.45	19.8
0239_00965	C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N	316.26	276.06	40.2	1616.04
0239_01200	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	307.74	269.28	38.46	1479.17
0239_00284	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	40.92	68.47	27.55	759.0
0239_00186	CCCC/C=C/C=C/C=C\CCCCCCCC(=O)O	350.04	361.7	11.66	135.96
0239_00214	C(C(=O)O)C(=O)O	40.92	51.97	11.05	122.1
0239_00283	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	40.92	54.3	13.38	179.02
0239_00905	C1=C(NC(=O)NC1=O)C(=O)O	43.44	96.96	53.52	2864.39
0239_00829	C(C(C(=O)O)O)(C(=O)O)O	40.62	50.54	9.92	98.41
0239_00880	C1=C(OC(=C1)C(=O)O)C(=O)O	107.94	99.16	8.78	77.09
0239_00717	C(C(C(C(C(=O)CO)O)O)O)O	36.24	20.93	15.31	234.4
0239_00038	CCC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	172.38	164.41	7.97	63.52
0239_01096	CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C	348.96	324.44	24.52	601.23
0239_00692	C1(C(C(OC(C1O)O)C(=O)O)O)O	37.62	48.81	11.19	125.22
0239_00843	C(CC(=O)O)C(=O)C(=O)O	47.88	57.01	9.13	83.36
0239_00997	CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O	303.3	322.52	19.22	369.41
0239_00689	C1C(C(C(C(O1)O)O)O)O	37.62	33.17	4.45	19.8
0239_00378	C(CSSCCC(C(=O)O)N)C(C(=O)O)N	39.42	93.25	53.83	2897.67
0239_00140	CC(C)(CC(=O)O)CC(=O)O	181.14	106.25	74.89	5608.51
0239_00638	C1=CC(=CC=C1C(=O)O)O	175.32	203.9	28.58	816.82
0239_00286	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN	33.96	72.55	38.59	1489.19
