id	smile	real_rt	pred_rt	diff	diff_sq
0009_00144	C(CC(=O)O)CN	10.2	18.71	8.51	72.42
0009_00181	CC1=NC=C(C(=C1O)C=O)CO	22.8	73.87	51.07	2608.15
0009_00132	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O	66.6	53.08	13.52	182.79
0009_00048	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	64.2	65.74	1.54	2.37
0009_00326	CN1C=NC2=C1C(=O)N(C(=O)N2)C	69.0	70.94	1.94	3.76
0009_00204	CN(C)C1=CC=CC=C1	66.6	80.68	14.08	198.25
0009_00085	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	64.8	53.87	10.93	119.46
0009_00069	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O	9.0	10.41	1.41	1.99
0009_00092	CC(C(=O)O)N	10.2	13.12	2.92	8.53
0009_00083	C(C(=O)NCC(=O)O)N	9.6	29.64	20.04	401.6
0009_00134	C/C(=C\CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)/CO	69.6	76.36	6.76	45.7
0009_00120	CC1=NC=C(C(=C1O)CO)CO	31.8	63.53	31.73	1006.79
0009_00293	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	76.2	77.45	1.25	1.56
0009_00058	CC(=O)OCC[N+](C)(C)C	14.4	17.15	2.75	7.56
0009_00323	C[N+]1=CC=CC(=C1)C(=O)[O-]	11.4	27.78	16.38	268.3
0009_00259	COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O	69.0	85.93	16.93	286.62
0009_00155	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O	85.2	87.59	2.39	5.71
0009_00043	C1=C(NC=N1)CCN	8.4	8.58	0.18	0.03
0009_00050	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O	27.0	45.34	18.34	336.36
0009_00337	C1CCNC(C1)C(=O)O	16.2	25.06	8.86	78.5
0009_00275	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O	94.2	99.66	5.46	29.81
0009_00220	C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	87.0	96.1	9.1	82.81
0009_00054	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	24.0	48.84	24.84	617.03
0009_00306	C([C@@H](C(=O)O)N)SS(=O)(=O)O	10.2	27.8	17.6	309.76
0009_00129	C(CS(=O)(=O)O)N	9.6	29.79	20.19	407.64
0009_00029	C1=CNC(=O)NC1=O	18.6	35.91	17.31	299.64
0009_00184	CC1C(C(C(C(O1)O)O)O)O	12.6	17.78	5.18	26.83
0009_00175	CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O	10.8	47.03	36.23	1312.61
0009_00253	CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O	118.8	68.05	50.75	2575.56
0009_00152	C=CCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O	22.8	48.49	25.69	659.98
0009_00245	C(CCCC(=O)O)CCC(=O)O	84.0	69.45	14.55	211.7
0009_00311	C/C=C(\C)/C(=O)NCC(=O)O	70.8	87.03	16.23	263.41
0009_00312	CC(C)[C@H](C(=O)O)O	68.4	78.94	10.54	111.09
0009_00267	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O	81.0	83.16	2.16	4.67
0009_00290	C[N+](C)(C)[O-]	10.8	-17.99	28.79	828.86
0009_00115	C[C@@H](C(=O)O)NC	10.8	18.39	7.59	57.61
0009_00148	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	95.4	97.46	2.06	4.24
0009_00178	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	43.2	42.5	0.7	0.49
0009_00100	CCC(C)C(C(=O)O)N	29.4	37.07	7.67	58.83
0009_00161	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O	80.4	91.31	10.91	119.03
0009_00136	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	39.6	39.82	0.22	0.05
0009_00116	C1=CC=C(C(=C1)C=CC(=O)O)O	90.6	90.53	0.07	0.0
0009_00073	C(CO)NCCO	9.6	2.42	7.18	51.55
0009_00299	C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN	9.6	32.89	23.29	542.42
0009_00175	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O	10.8	49.21	38.41	1475.33
0009_00088	C(CS(=O)O)N	9.6	12.3	2.7	7.29
0009_00337	C1CCN[C@@H](C1)C(=O)O	16.2	28.02	11.82	139.71
0009_00218	C[C@H](C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O	63.6	68.0	4.4	19.36
0009_00316	C(C(C(C(C(CO)O)O)O)O)O	9.6	20.21	10.61	112.57
0009_00066	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	40.2	40.98	0.78	0.61
0009_00196	C1C[C@H](NC1)CC(=O)O	15.0	27.55	12.55	157.5
0009_00071	C(C(C(C=O)O)O)OP(=O)(O)O	9.6	61.5	51.9	2693.61
0009_00279	CC(C)C1=CC(=O)C(=CC=C1)O	89.4	86.76	2.64	6.97
0009_00010	C1CC1(C(=O)O)N	10.8	32.45	21.65	468.72
0009_00361	COC1=C(C=CC(=C1)C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O	85.2	89.76	4.56	20.79
0009_00193	C(C(C(C(C(C(=O)O)O)O)O)O)O	10.2	75.49	65.29	4262.78
0009_00349	[C@@H]12[C@@H]([C@H](C(=O)O1)O)OC([C@@H]2O)O	11.4	33.36	21.96	482.24
0009_00143	C1=CC=C(C=C1)CC(=O)C(=O)O	81.6	103.24	21.64	468.29
