id	smile	real_rt	pred_rt	diff	diff_sq
0331_00358	C(CC(C(=O)O)N)CN=C(N)N	37.68	37.93	0.25	0.06
0331_00667	C(CCCCC(=O)O)CCCC(=O)O	207.84	206.17	1.67	2.79
0331_00828	C(CC(=O)O)[C@@H](C(=O)O)O	40.44	20.64	19.8	392.04
0331_00894	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	150.0	120.92	29.08	845.65
0331_00073	C[N+](C)(C)C[C@@H](CC(=O)[O-])O	34.92	68.37	33.45	1118.9
0331_00011	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	255.66	283.21	27.55	759.0
0331_00156	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O	337.44	337.62	0.18	0.03
0331_00452	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O	33.18	57.31	24.13	582.26
0331_00890	C1=CC(=C(C=C1CC(=O)O)O)O	100.98	88.07	12.91	166.67
0331_00190	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O	345.66	358.6	12.94	167.44
0331_00647	COC1=CC=CC=C1O	100.74	150.96	50.22	2522.05
0331_00274	C1C(C(C(CC1(C(=O)O)O)O)O)O	35.4	70.48	35.08	1230.61
0331_01046	CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC	272.34	248.26	24.08	579.85
0331_00165	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	328.56	358.57	30.01	900.6
0331_00086	C/C=C(\C)/C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	143.16	126.69	16.47	271.26
0331_01041	C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3	161.4	131.54	29.86	891.62
0331_00700	CC(=CC(=O)O)C(=O)O	67.08	39.34	27.74	769.51
0331_00831	CCC(C)C(=O)NCC(=O)O	120.54	120.8	0.26	0.07
0331_00303	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N	49.08	125.75	76.67	5878.29
0331_00038	CCC(C)C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	148.98	148.05	0.93	0.86
0331_00861	C(CCCC(=O)O)CCC(CC(=O)O)O	168.24	148.7	19.54	381.81
0331_00178	CCCCCCCCCCCCCCCCCC(=O)O	348.18	387.3	39.12	1530.37
0331_01039	COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)C(F)(F)F)OC	273.84	255.19	18.65	347.82
0331_00064	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	241.62	245.8	4.18	17.47
0331_00591	CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	260.82	248.84	11.98	143.52
0331_01044	CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC	294.78	241.04	53.74	2887.99
0331_00908	CC(=O)N[C@@H](CC(=O)O)C(=O)O	40.5	38.83	1.67	2.79
0331_00632	C(CCC(=O)O)CCC(=O)O	145.62	111.7	33.92	1150.57
0331_00910	CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O	133.44	118.15	15.29	233.78
0331_00087	CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	152.94	152.96	0.02	0.0
0331_00692	C1(C(C(OC(C1O)O)C(=O)O)O)O	34.86	60.83	25.97	674.44
0331_00970	CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl	301.86	241.88	59.98	3597.6
0331_00008	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	247.2	286.06	38.86	1510.1
0331_00203	CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O	189.72	137.16	52.56	2762.55
0331_00168	CCCCCCCCC(C)CCCCCCCCC(=O)O	351.18	380.35	29.17	850.89
0331_00202	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O	35.4	92.55	57.15	3266.12
0331_00899	CC(C(=O)O)C(=O)O	48.96	26.41	22.55	508.5
0331_00829	C(C(C(=O)O)O)(C(=O)O)O	34.86	19.34	15.52	240.87
0331_00881	C1C(NC(=O)NC1=O)C(=O)O	37.38	54.04	16.66	277.56
