id	smile	real_rt	pred_rt	diff	diff_sq
0287_00071	CCOP(=O)(OCC)OCC	671.32	894.03	222.71	49599.76
0287_00037	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	793.2	838.62	45.42	2062.98
0287_00022	CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl	973.8	934.0	39.8	1584.04
0287_00010	CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl	987.36	993.25	5.89	34.69
0287_00044	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	1041.96	917.25	124.71	15552.58
0287_00068	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N	392.4	636.34	243.94	59506.74
0287_00065	CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	1144.08	1066.36	77.72	6040.4
0287_00048	CC1NC(N=C(N1)NC(=O)NS(=O)(=O)C2CCCCC2C(=O)OC)OC	615.6	873.11	257.51	66311.39
0287_00045	C1(=NC(=NC(=N1)N)N)N	135.6	-102.09	237.69	56496.53
0287_00003	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O	947.16	949.26	2.1	4.41
