id	smile	real_rt	pred_rt	diff	diff_sq
0348_00074	CC(C)C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	137.22	157.46	20.24	409.66
0348_00041	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C	380.46	368.33	12.13	147.14
0348_01013	CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C	371.1	297.79	73.31	5374.35
0348_01219	CC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	37.26	33.26	4.0	16.0
0348_01151	CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC	234.42	215.01	19.41	376.75
0348_00055	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	263.7	293.19	29.49	869.66
0348_00591	CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	267.6	266.28	1.32	1.74
0348_01010	CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1	343.56	297.56	46.0	2116.0
0348_00070	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	229.5	275.41	45.91	2107.73
0348_00741	CC(=O)OC1=CC=CC(=C1)O	217.8	225.55	7.75	60.06
0348_00368	C(CC(C(=O)O)N)CC(C(=O)O)N	50.16	-3.85	54.01	2917.08
0348_01079	CC1(C(=O)N(C(=N1)SC)NC2=CC=CC=C2)C3=CC=CC=C3	390.42	313.16	77.26	5969.11
0348_00040	CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	195.54	201.27	5.73	32.83
0348_01228	CCCCCCCCCCC[N+]1=CC=CC(=C1)S(=O)(=O)[O-]	290.28	298.6	8.32	69.22
0348_01075	COC(=O)NC1=NC2=CC=CC=C2N1	154.26	220.04	65.78	4327.01
0348_00867	C1CC(=O)NC1C(=O)O	48.66	12.24	36.42	1326.42
0348_00956	CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C	349.8	310.75	39.05	1524.9
0348_00068	C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)CO	355.44	411.44	56.0	3136.0
0348_00413	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	148.08	81.81	66.27	4391.71
0348_01158	CC1(CON(C1=O)CC2=CC=CC=C2Cl)C	293.46	294.49	1.03	1.06
0348_00983	CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl	316.02	295.41	20.61	424.77
0348_00285	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	35.28	32.28	3.0	9.0
0348_01072	CCOC(=O)CCN(CC1=CC=CC=C1)SN(C)C(=O)ON=C(C)SC	330.42	320.6	9.82	96.43
0348_00070	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	229.5	273.12	43.62	1902.7
0348_00661	C1=CC(=CC=C1CC(=O)C(=O)O)O	169.2	137.81	31.39	985.33
0348_01078	CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl	276.24	269.88	6.36	40.45
0348_00829	[C@@H]([C@H](C(=O)O)O)(C(=O)O)O	36.3	10.55	25.75	663.06
0348_00728	C1=CC=C(C(=C1)C(=O)N)O	191.28	129.79	61.49	3781.02
0348_00881	C1[C@H](NC(=O)NC1=O)C(=O)O	38.4	24.24	14.16	200.51
